61,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
62,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
63,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
64,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
65,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
66,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
67,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
68,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,NS
69,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
70,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
71,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
72,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
73,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
74,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
75,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
76,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
77,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
78,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,NS
79,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
80,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
81,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
82,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
83,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
84,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
85,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,NS
86,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
87,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
88,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
89,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
90,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
91,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
92,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,MB
93,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,NS
94,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,BC
95,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
96,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,BC
97,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
98,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
99,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
100,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
101,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
102,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
103,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
104,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
105,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
106,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
107,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,BC
108,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
109,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
110,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
111,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
112,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
113,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
114,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
115,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
116,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
117,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
118,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
119,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
120,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
121,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
122,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
123,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
124,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
125,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
126,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,BC
127,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,ON
128,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
129,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
130,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
131,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
132,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
133,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
134,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
135,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
136,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
137,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
138,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
139,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
140,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
141,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
142,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
143,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
144,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
145,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
146,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
147,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
148,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,BC
149,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
150,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
151,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
152,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
153,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
154,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
155,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
156,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
157,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
158,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,ON
159,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
160,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
161,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
162,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
163,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
164,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
165,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
166,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
167,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
168,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
169,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,BC
170,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
171,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
172,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
173,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
174,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
175,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
176,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
177,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
178,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,ON
179,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
180,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
181,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
182,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
183,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
184,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
185,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
186,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
187,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
188,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
189,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
190,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
191,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
192,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
193,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
194,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
195,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
196,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
197,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
198,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
199,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,BC
200,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
201,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
202,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
203,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
204,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
205,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
206,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
207,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
208,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
209,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
210,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
211,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
212,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,ON
213,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
214,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
215,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
216,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
217,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
218,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
219,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
220,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
221,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
222,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
223,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
224,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,SK
225,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
226,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,BC
227,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,NS
228,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
229,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
230,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
231,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
232,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
233,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
234,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
235,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
236,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
237,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
238,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
239,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
240,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
241,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
242,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
243,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
244,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
245,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,ON
246,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
247,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
248,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,ON
249,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
250,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
251,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
252,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
253,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
254,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
255,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
256,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
257,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
258,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,ON
259,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
260,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
261,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
262,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,ON
263,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
264,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
265,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
266,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
267,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,MB
268,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
269,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
270,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,BC
271,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,NS
272,"Maruanto, Mazindara","$18,146.00",F,24-02-72934,Divorced,ON
273,"Kuzante, Marandinho","$219,637.00",M,24-02-73934,Single,ON
274,"Maruanto, Mazindara","$178,176.00",M,24-02-74934,Married,ON
275,"Kuzante, Marandinho","$97,236.00",M,24-02-75934,Divorced,ON
276,"Maruanto, Mazindara","$216,439.00",N,24-02-76934,Divorced,ON
277,"Kuzante, Marandinho","$59,437.00",M,24-02-77934,Single,ON
278,"Maruanto, Mazindara","$78,471.00",F,24-02-78934,Married,ON
279,"Kuzante, Marandinho","$142,615.00",F,24-02-79934,Divorced,ON
280,"Maruanto, Mazindara","$96,040.00",N,24-02-80934,Single,ON
281,"Kuzante, Marandinho","$139,243.00",M,24-02-81934,Married,ON
282,"Maruanto, Mazindara","$33,270.00",N,24-02-82934,Divorced,ON
283,"Kuzante, Marandinho","$51,983.00",F,24-02-83934,Single,ON
284,"Maruanto, Mazindara","$231,194.00",N,24-02-84934,Married,ON
285,"Kuzante, Marandinho","$67,429.00",M,24-02-85934,Divorced,ON
286,"Maruanto, Mazindara","$138,926.00",F,24-02-86934,Single,ON
287,"Kuzante, Marandinho","$171,143.00",M,24-02-87934,Married,ON
288,"Maruanto, Mazindara","$152,016.00",M,24-02-88934,Divorced,ON
289,"Kuzante, Marandinho","$119,511.00",M,24-02-89934,Single,ON
290,"Maruanto, Mazindara","$87,488.00",N,24-02-90934,Married,ON
291,"Kuzante, Marandinho","$101,234.00",M,24-02-91934,Divorced,ON
292,"Maruanto, Mazindara","$73,592.00",F,24-02-92934,Single,ON
293,"Kuzante, Marandinho","$81,154.00",F,24-02-93934,Married,ON
294,"Maruanto, Mazindara","$96,795.00",N,24-02-94934,Divorced,ON
295,"Kuzante, Marandinho","$39,649.00",M,24-02-95934,Divorced,ON
296,"Maruanto, Mazindara","$154,590.00",N,24-02-96934,Single,ON
297,"Kuzante, Marandinho","$154,962.00",F,24-02-97934,Married,ON
298,"Maruanto, Mazindara","$198,552.00",N,24-02-98934,Divorced,ON
299,"Kuzante, Marandinho","$123,322.00",M,24-02-99934,Single,ON
300,"Maruanto, Mazindara","$210,761.00",F,24-02-100934,Married,ON
301,"Kuzante, Marandinho","$155,331.00",M,24-02-1934,Single,ON
302,"Maruanto, Mazindara","$176,784.00",F,24-02-2934,Married,ON
303,"Kuzante, Marandinho","$71,233.00",M,24-02-3934,Divorced,ON
304,"Maruanto, Mazindara","$44,868.00",M,24-02-4934,Single,ON
305,"Kuzante, Marandinho","$208,434.00",M,24-02-5934,Married,ON
306,"Maruanto, Mazindara","$153,447.00",N,24-02-6934,Divorced,ON
307,"Kuzante, Marandinho","$192,530.00",M,24-02-7934,Single,ON
308,"Maruanto, Mazindara","$208,149.00",F,24-02-8934,Married,ON
309,"Kuzante, Marandinho","$216,408.00",F,24-02-9934,Divorced,ON
310,"Maruanto, Mazindara","$176,345.00",N,24-02-10934,Single,ON
311,"Kuzante, Marandinho","$84,107.00",M,24-02-11934,Married,ON
312,"Maruanto, Mazindara","$60,299.00",N,24-02-12934,Divorced,NS
313,"Kuzante, Marandinho","$186,982.00",F,24-02-13934,Single,ON
314,"Maruanto, Mazindara","$65,429.00",N,24-02-14934,Married,ON
315,"Kuzante, Marandinho","$85,676.00",M,24-02-15934,Divorced,ON
316,"Maruanto, Mazindara","$207,773.00",F,24-02-16934,Single,ON
317,"Kuzante, Marandinho","$55,275.00",M,24-02-17934,Married,ON
318,"Maruanto, Mazindara","$141,860.00",M,24-02-18934,Divorced,ON
319,"Kuzante, Marandinho","$114,006.00",M,24-02-19934,Single,ON
320,"Maruanto, Mazindara","$137,170.00",N,24-02-20934,Married,ON
321,"Kuzante, Marandinho","$22,475.00",M,24-02-21934,Divorced,ON
322,"Maruanto, Mazindara","$185,655.00",F,24-02-22934,Single,ON
323,"Kuzante, Marandinho","$100,001.00",F,24-02-23934,Married,ON
324,"Maruanto, Mazindara","$145,009.00",N,24-02-24934,Divorced,ON
325,"Kuzante, Marandinho","$175,942.00",M,24-02-25934,Single,ON
326,"Maruanto, Mazindara","$51,520.00",N,24-02-26934,Married,ON
327,"Kuzante, Marandinho","$42,184.00",F,24-02-27934,Divorced,NS
328,"Maruanto, Mazindara","$72,447.00",N,24-02-28934,Single,ON
329,"Kuzante, Marandinho","$245,412.00",M,24-02-29934,Married,ON
330,"Maruanto, Mazindara","$199,050.00",F,24-02-30934,Divorced,ON
331,"Kuzante, Marandinho","$77,405.00",M,24-02-31934,Single,ON
332,"Maruanto, Mazindara","$235,263.00",M,24-02-32934,Married,ON
333,"Kuzante, Marandinho","$72,641.00",M,24-02-33934,Divorced,ON
334,"Maruanto, Mazindara","$95,585.00",N,24-02-34934,Single,ON
335,"Kuzante, Marandinho","$133,244.00",M,24-02-35934,Married,ON
336,"Maruanto, Mazindara","$38,026.00",F,24-02-36934,Divorced,ON
337,"Kuzante, Marandinho","$111,453.00",F,24-02-37934,Single,ON
338,"Maruanto, Mazindara","$70,341.00",N,24-02-38934,Married,ON
339,"Kuzante, Marandinho","$32,782.00",M,24-02-39934,Divorced,ON
340,"Maruanto, Mazindara","$144,108.00",N,24-02-40934,Single,ON
341,"Kuzante, Marandinho","$34,460.00",F,24-02-41934,Married,ON
342,"Maruanto, Mazindara","$249,744.00",N,24-02-42934,Divorced,ON
343,"Kuzante, Marandinho","$13,704.00",M,24-02-43934,Single,ON
344,"Maruanto, Mazindara","$137,172.00",F,24-02-44934,Married,ON
345,"Kuzante, Marandinho","$152,502.00",M,24-02-45934,Divorced,NS
346,"Maruanto, Mazindara","$133,837.00",M,24-02-46934,Single,ON
347,"Kuzante, Marandinho","$105,271.00",M,24-02-47934,Married,ON
348,"Maruanto, Mazindara","$119,076.00",N,24-02-48934,Divorced,ON
349,"Kuzante, Marandinho","$170,086.00",M,24-02-49934,Single,ON
350,"Maruanto, Mazindara","$38,549.00",F,24-02-50934,Married,ON
351,"Kuzante, Marandinho","$115,113.00",F,24-02-51934,Divorced,ON
352,"Maruanto, Mazindara","$88,019.00",N,24-02-52934,Single,ON
353,"Kuzante, Marandinho","$206,899.00",M,24-02-53934,Married,ON
354,"Maruanto, Mazindara","$57,500.00",N,24-02-54934,Divorced,ON
355,"Kuzante, Marandinho","$76,392.00",F,24-02-55934,Single,ON
356,"Maruanto, Mazindara","$53,157.00",N,24-02-56934,Married,ON
357,"Kuzante, Marandinho","$181,651.00",M,24-02-57934,Divorced,ON
358,"Maruanto, Mazindara","$217,194.00",F,24-02-58934,Single,ON
359,"Kuzante, Marandinho","$141,374.00",M,24-02-59934,Married,ON
360,"Maruanto, Mazindara","$58,191.00",M,24-02-60934,Divorced,ON
361,"Kuzante, Marandinho","$20,111.00",M,24-02-61934,Single,ON
362,"Maruanto, Mazindara","$117,382.00",N,24-02-62934,Married,NS
363,"Kuzante, Marandinho","$138,107.00",M,24-02-63934,Divorced,ON
364,"Maruanto, Mazindara","$95,362.00",F,24-02-64934,Single,ON
365,"Kuzante, Marandinho","$173,027.00",F,24-02-65934,Married,ON
366,"Maruanto, Mazindara","$67,275.00",N,24-02-66934,Divorced,ON
367,"Kuzante, Marandinho","$92,665.00",M,24-02-67934,Single,ON
368,"Maruanto, Mazindara","$199,671.00",N,24-02-68934,Married,ON
369,"Kuzante, Marandinho","$123,698.00",F,24-02-69934,Divorced,ON
370,"Maruanto, Mazindara","$210,672.00",N,24-02-70934,Single,ON
371,"Kuzante, Marandinho","$204,144.00",M,24-02-71934,Married,ON
